rowname	genename	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_name.GENENAME	MUT_12DPA_R1	MUT_12DPA_R2	MUT_12DPA_R3	WT_12DPA_R1	WT_12DPA_R2	MUT_14DPA_R1	MUT_14DPA_R2	MUT_14DPA_R3	WT_14DPA_R1	WT_14DPA_R2
ENSMUSG00000025938	Slco5a1	742.278342926463	3.09576981519232	0.402945775305308	7.68284470248308	1.55594166564788e-14	1.33541847390038e-12	Slco5a1	0.39	0.86	0.39	2.38	6.08	0.21	0.28	0.22	0.78	2.84
ENSMUSG00000025986	Slc39a10	10514.6424861756	2.03659862232242	0.438687290307124	4.64248376308465	3.44245698856823e-06	4.75712202475947e-05	Slc39a10	11.85	15.92	19.16	14.04	29.37	9.11	9.72	9.09	10.63	53.73
ENSMUSG00000026051	1500015O10Rik	490.288454258999	1.61952156889963	0.52572433247185	3.08055280851272	0.00206616711411207	0.00963905400867602	1500015O10Rik	4.11	3.52	3.62	15.1	13.7	1.44	5.84	3.54	8.77	8.22
ENSMUSG00000026062	Slc9a2	95.9155242482942	2.17345304272234	0.376545152082298	5.77209142304217	7.8293614476734e-09	2.28342641944628e-07	Slc9a2	0.09	0.07	0.12	0.43	0.29	0.07	0.06	0.09	0.22	0.35
ENSMUSG00000026069	Il1rl1	95.3052352007597	1.8049951776667	0.488224537256635	3.69705952881657	0.000218111210420958	0.00157212715650523	Il1rl1	0.76	0.85	2.1	0.62	0.47	0.08	0.19	0.21	0.36	0.52
ENSMUSG00000026107	Nabp1	3613.29955698542	2.58278783364357	0.221316685840429	11.6700999015762	1.81210326123281e-31	4.42655008951608e-29	Nabp1	6.59	6.45	5.62	22.74	39.84	4.52	4.25	3.52	17.11	15.95
ENSMUSG00000026114	Cnga3	70.09181090805	-2.6212690966644	0.621361567452546	-4.21858903731535	2.45835890301272e-05	0.000253631076426485	Cnga3	0.15	0.41	0.11	0.16	0.07	0.38	0.37	0.14	0.03	0.04
ENSMUSG00000026126	Ptpn18	105.609481674036	1.79444274369124	0.347146957432092	5.16911557273914	2.35204417923231e-07	4.64724697040825e-06	Ptpn18	0.57	0.74	1.25	1.67	0.92	0.88	0.74	0.56	2.35	1.63
ENSMUSG00000026185	Igfbp5	40187.3199803356	1.86691601954711	0.411473874652438	4.53714350910868	5.70213059239337e-06	7.40297870368127e-05	Igfbp5	56.11	44.92	48.91	126.24	172.2	14.33	41.87	33.62	72.27	104.57
ENSMUSG00000026193	Fn1	39191.814562779	1.73566773230516	0.418434844987593	4.14799998875961	3.35392415647698e-05	0.00033221215069583	Fn1	53.45	56.35	150.8	108.7	131.37	14.97	43.61	23.95	77.17	70.07
ENSMUSG00000026249	Serpine2	1974.51172021099	2.38239290398691	0.430115864818323	5.53895612521341	3.04279855238772e-08	7.53721613335604e-07	Serpine2	6.08	6.38	19.06	13.11	12.18	1.64	5.22	3.09	12.05	15.85
ENSMUSG00000026255	Efhd1	1182.42103463913	4.01616689423701	0.228713527499774	17.5598135280432	5.00393353009312e-69	3.05586371503148e-66	Efhd1	1.17	1.36	1.77	16.57	28.22	0.92	0.94	1	8.46	16.36
ENSMUSG00000026311	Asb1	147.727666070668	1.50867650862143	0.358159186740816	4.21230716528624	2.52775484330847e-05	0.000259274492261318	Asb1	0.35	0.54	0.58	0.62	0.62	0.32	0.22	0.15	0.36	0.51
ENSMUSG00000026442	Nfasc	45.6638313946933	-2.21643697425756	0.602097726132051	-3.68119140475122	0.000232146645126565	0.00164849035389964	Nfasc	0.09	0.23	0.15	0	0.02	0.09	0.12	0.12	0.03	0.02
ENSMUSG00000026473	Glul	18425.0556293419	-1.58199161970571	0.181889553714949	-8.69753972888929	3.39157015247173e-18	4.378158608207e-16	Glul	85.53	126.27	66.3	17.21	20.05	104.87	78.67	81.98	18.57	29.51
ENSMUSG00000026475	Rgs16	66.1817524782373	2.95626594987406	0.558744952501181	5.29090408180074	1.21713190252788e-07	2.61157031734292e-06	Rgs16	0.2	0.21	0.27	0.55	0.75	0.05	0.1	0.07	0.54	0.35
ENSMUSG00000026482	Rgl1	975.249282657976	1.52565427742959	0.314678570716236	4.84829416237993	1.24527651448951e-06	2.0012652324964e-05	Rgl1	1.26	1.65	2.18	3.87	5.17	0.99	1.71	0.9	2.58	3.11
ENSMUSG00000026483	Fam129a	4951.61756845579	2.16017050361311	0.287403656078544	7.516155267777	5.64105547613852e-14	4.43409301238255e-12	Fam129a	5.23	6.61	5.82	19.24	38.76	2.89	5.26	3.45	10.08	19.39
ENSMUSG00000026579	F5	1179.19759329286	1.88848705234827	0.338776003778792	5.57444161122281	2.48325074095183e-08	6.31875885654376e-07	F5	0.72	1.1	1.11	3.14	3.11	0.45	0.96	0.68	1.76	2.39
ENSMUSG00000026580	Selp	246.172733522628	1.62454261097784	0.409912647807246	3.96314341523259	7.3969315078015e-05	0.000647099054991031	Selp	0.36	0.22	5.31	0.83	0.6	0.25	0.55	0.32	0.71	1.22
ENSMUSG00000026589	Sec16b	248.520032604643	1.56149718165302	0.359913235911978	4.33853780813693	1.43433812180068e-05	0.000160393356490078	Sec16b	0.5	0.45	0.73	0.76	0.85	0.24	0.37	0.3	0.9	0.7
ENSMUSG00000026600	Soat1	788.734250122905	1.80231269919284	0.407513837161681	4.42270307125247	9.74736602108813e-06	0.000116367426829201	Soat1	3.87	2.47	9.46	5.69	8.25	0.98	2.55	3.13	4.64	7.29
ENSMUSG00000026610	Esrrg	32.8340629879618	2.06824015254124	0.717692642119294	2.88179093829621	0.00395421996441891	0.0162067900348589	Esrrg	0.06	0.06	0.09	0.1	0.09	0.01	0.02	0.04	0.08	0.09
ENSMUSG00000026676	Ccdc3	1624.23718685112	-1.56117863394054	0.306663342814354	-5.09085507127479	3.56452404688413e-07	6.68211485435965e-06	Ccdc3	5.76	12.32	9.35	2.49	2.6	5.42	9.86	8.87	1.69	2.73
ENSMUSG00000026678	Rgs5	7830.57752325789	2.08892364506795	0.377360752944517	5.53561447174417	3.10139093443121e-08	7.64656603367993e-07	Rgs5	4.95	8.31	6.54	26.53	20.91	4.91	10.84	8.09	29.68	24.36
ENSMUSG00000026712	Mrc1	622.73645210197	1.77627801222622	0.501116030963333	3.54464415918115	0.000393143451266121	0.00250093418237319	Mrc1	0.44	0.49	0.86	0.87	1.33	0.27	0.96	0.43	1.53	1.44
ENSMUSG00000026715	Serpinc1	179.716325895679	3.23866927441547	0.3055316819502	10.6001094673493	2.97631640434533e-26	6.41882416502168e-24	Serpinc1	0.2	0.41	0.42	0.81	1.11	0.1	0.12	0.17	0.82	0.86
ENSMUSG00000026773	Pfkfb3	978.213814375488	1.59602934649396	0.337078692589524	4.73488648669206	2.19177733792288e-06	3.21933770319514e-05	Pfkfb3	3.75	4.7	4.44	3.95	10.22	0.98	2.19	1.35	3.02	4.41
ENSMUSG00000026814	Eng	1772.94220221848	2.14537947377306	0.319815936862676	6.70816937648185	1.97081101048877e-11	9.90270165333564e-10	Eng	2.19	3.18	6.23	9.78	13.28	1.4	2.84	2.82	7.09	8.57
ENSMUSG00000026822	Lcn2	412.467384521078	-3.7752093102215	0.535340371932995	-7.05197946605458	1.76390238139773e-12	1.07720161583974e-10	Lcn2	36.8	36.36	16.69	0.06	0.33	4.68	6.8	14.35	0.28	0.77
ENSMUSG00000026828	Galnt5	122.201435100355	1.80477470425847	0.705132843555064	2.55948183488284	0.0104828334178968	0.0352342144389005	Galnt5	0.25	0.12	0.32	0.51	0.7	0.06	0.28	0.08	0.44	0.33
ENSMUSG00000026832	Cytip	246.974631229173	-1.55609997612546	0.312892519582011	-4.97327318084891	6.58317888643222e-07	1.14678435628271e-05	Cytip	1.87	0.89	1.34	0.35	0.23	2.25	1.4	1.28	0.31	0.58
ENSMUSG00000026841	Fibcd1	5.89764446046537	6.36754091323757	1.97365286013964	3.22627197610985	0.00125414119622979	0.00645277184502156	Fibcd1	0	0.01	0.01	0.02	0.03	0	0	0	0.02	0.02
ENSMUSG00000026853	Crat	834.642619870945	1.68553681937164	0.238227052199204	7.07533759836058	1.49085364106983e-12	9.31959610744358e-11	Crat	2.21	2.24	3.07	4.22	6.77	1.7	1.8	1.5	3.26	5.39
ENSMUSG00000026872	Zeb2	3734.45345621242	1.60874330739346	0.421381816998581	3.81778055553563	0.00013465761745416	0.00103992881806281	Zeb2	5.96	7.82	8.1	13.8	12.58	2.06	7.11	5.54	11.7	10.88
ENSMUSG00000026888	Grb14	274.882902392847	2.23473182820083	0.481770010664832	4.63858641827238	3.50800250058751e-06	4.83507497433407e-05	Grb14	0.92	0.64	0.62	2.8	3.9	0.37	0.41	0.89	2.23	1.72
ENSMUSG00000026890	Lhx6	47.880367301476	2.24169980768775	0.508675764168899	4.40693259949263	1.04844795087604e-05	0.000123587650809278	Lhx6	0.08	0.12	0.3	0.52	0.41	0.08	0.07	0.05	0.18	0.38
ENSMUSG00000026921	Egfl7	810.774248488628	1.81595802838097	0.376012853657471	4.82951050932747	1.36869091060563e-06	2.17320742785961e-05	Egfl7	3.72	4.37	5.69	10.39	11.34	2.76	5.71	4.66	11.64	11.39
ENSMUSG00000026934	Lhx3	15.8175409961436	-3.06877500746853	1.1780926530337	-2.6048672823535	0.00919098539842888	0.0318147953251044	Lhx3	0.1	0.19	0.16	0.01	0.05	0.11	0.13	0.11	0.02	0
ENSMUSG00000027004	Frzb	80.7369136474252	2.84758093182926	0.654403056022805	4.35141753330997	1.35260195437974e-05	0.000152424512644723	Frzb	0.1	0.05	0.04	0.99	0.87	0.03	0.12	0.08	0.5	0.3
ENSMUSG00000027009	Itga4	573.080804782396	3.04615578583003	0.419410787698351	7.26294095234594	3.78763307979379e-13	2.60346485025826e-11	Itga4	0.19	0.16	0.45	0.58	0.8	0.12	0.19	0.21	0.71	1.83
ENSMUSG00000027015	Cybrd1	14069.7505808232	6.73314215514165	0.319584902177745	21.0683987549476	1.55087635140048e-98	1.53905091922105e-95	Cybrd1	0.51	0.52	0.47	45.32	118.68	0.39	0.73	0.58	32.72	66.92
ENSMUSG00000027016	Zfp385b	16.2123358646059	2.56039527137858	0.886951736757129	2.8867357323634	0.00389261027163097	0.0160329094404557	Zfp385b	0.05	0.1	0.07	0.19	0.14	0.01	0.02	0.03	0.22	0.19
ENSMUSG00000027068	Dhrs9	2805.84323216248	-1.87137912614786	0.224536628685827	-8.33440466751778	7.78891018465589e-17	8.58835527166432e-15	Dhrs9	9.04	14.11	10.74	4.15	3	10.47	8.83	6.93	1.8	1.93
ENSMUSG00000027082	Tfpi	155.795843907249	2.15774505142906	0.500764804245338	4.30889917409595	1.64069138592422e-05	0.000179785354214664	Tfpi	0.49	0.32	0.44	1.06	1.46	0.14	0.48	0.39	1.06	1.31
ENSMUSG00000027186	Elf5	315.62347111328	2.34774326415053	0.343741501822477	6.82996743687648	8.49339094668413e-12	4.60266421336009e-10	Elf5	1.88	3.32	2.16	3.42	10.23	0.81	0.48	0.61	2.09	2.42
ENSMUSG00000027217	Tspan18	618.561981619807	1.65219599847281	0.354617072130001	4.65909886557048	3.17596647878148e-06	4.41963152936831e-05	Tspan18	1.41	1.69	1.47	2.88	5.64	0.66	1.22	1.04	1.98	2.43
ENSMUSG00000027221	Chst1	105.776545635584	2.64033991755351	0.490254717612651	5.38564917928977	7.21836359302613e-08	1.6349953941522e-06	Chst1	0.21	0.24	0.39	0.64	0.73	0.06	0.17	0.14	0.58	0.64
ENSMUSG00000027254	Map1a	936.9878832997	1.87726346126828	0.427068982089928	4.39569142221851	1.10420705553958e-05	0.000128821452078307	Map1a	0.58	0.69	0.79	2.36	2.86	0.3	0.58	0.39	1.21	1.06
ENSMUSG00000027296	Itpka	43.2614222655389	-3.17626636658465	0.613767361158173	-5.17503302976403	2.27870665686682e-07	4.51138457577697e-06	Itpka	0.25	0.54	0.63	0.09	0.1	0.44	0.3	0.41	0.02	0.05
ENSMUSG00000027313	Chac1	6684.23999448942	4.04531701484137	0.345766467693276	11.699564280565	1.28109596194036e-31	3.22876852122049e-29	Chac1	3.51	4.71	5.07	111.83	244.64	7.86	5.13	4.88	88.34	58.59
ENSMUSG00000027314	Dll4	207.916473434165	1.76636344802898	0.351325243795497	5.02771571136277	4.96356995103574e-07	8.94569394807554e-06	Dll4	0.47	0.54	0.64	0.67	1.21	0.2	0.31	0.3	0.73	0.69
ENSMUSG00000027318	Adam33	107.5281144317	1.70082208954632	0.341395854032634	4.98196468836947	6.29419226076174e-07	1.09944097597772e-05	Adam33	0.35	0.5	0.22	0.51	0.44	0.2	0.25	0.3	0.8	0.88
ENSMUSG00000027339	Rassf2	602.809536510873	2.31328259319583	0.363344785437235	6.3666321519163	1.93223825397175e-10	7.66191180491405e-09	Rassf2	1.18	1.21	1.44	1.63	2.88	0.57	0.66	0.52	1.5	3.69
ENSMUSG00000027375	Mal	3105.66575075118	4.41435846346655	0.239454545833397	18.4350580946494	6.87448636363211e-76	5.19776640389289e-73	Mal	4.22	2.84	7.57	25.39	41.53	1.38	1.21	1.27	14.21	27.86
ENSMUSG00000027380	Acoxl	13.0477906531235	-3.37423998775	1.28271055457673	-2.63055447365788	0.0085245706846655	0.0298828871584899	Acoxl	0.79	0.27	0.09	0	0.02	0.03	0.13	0.35	0	0.02
ENSMUSG00000027398	Il1b	222.983116258594	-3.55248894014174	0.709709864380022	-5.0055510264678	5.57024541565092e-07	9.90418328216184e-06	Il1b	1.68	3.35	17.83	0.4	0.17	2.39	4.43	2.58	0.29	0.04
ENSMUSG00000027403	Tgm6	537.687685819796	2.47338578039131	0.455972032181164	5.42442431953502	5.81416172340597e-08	1.33987314723135e-06	Tgm6	1.19	2.12	1.94	3.34	9.14	0.68	0.47	0.52	1.02	4.23
ENSMUSG00000027419	Pcsk2	82.5647302338815	-1.80577777872593	0.655504075544192	-2.75479260327526	0.00587293500425778	0.0222205759970071	Pcsk2	0.22	0.49	0.39	0.02	0.04	0.3	0.17	0.22	0.02	0.1
ENSMUSG00000027435	Cd93	3191.20342645189	1.98350391216628	0.245973595454514	8.06388957522504	7.39045205743512e-16	7.47424189604807e-14	Cd93	2.13	3.66	4.61	6.3	10.76	1.54	2.43	2.07	5.56	7.17
ENSMUSG00000027474	Ccm2l	79.7614393701641	1.74638291594234	0.465213436856341	3.7539391117837	0.000174077165817523	0.00129643397694682	Ccm2l	0.49	0.77	0.6	1.21	0.93	0.23	0.26	0.31	1.04	0.95
ENSMUSG00000027513	Pck1	396.926161315401	2.50661079864005	0.439579544176048	5.70229172819783	1.1820729731894e-08	3.23045691364911e-07	Pck1	3.26	2.31	2.88	1.82	6.08	0.46	0.47	0.61	1.05	4.23
ENSMUSG00000027528	Fabp9	8.89540986657343	3.2572838387269	1.1674121544761	2.79017468358351	0.00526796106659789	0.0203315458440358	Fabp9	0	0	0	1.41	1.34	0.06	0.03	0.08	0.39	0.38
ENSMUSG00000027560	Dok5	40.6621725546149	3.20634339479207	0.848425372403794	3.77916962302498	0.000157352212976308	0.00118420048773376	Dok5	0.13	0.04	0.18	0.5	0.84	0.01	0.07	0.09	0.39	0.41
ENSMUSG00000027583	Zbtb46	122.067284018254	1.69406281846473	0.407805308541524	4.15409702370816	3.26574593757703e-05	0.000324318334710634	Zbtb46	0.32	0.2	0.25	0.51	0.34	0.15	0.47	0.15	0.5	0.42
ENSMUSG00000027603	Ggt7	76.2321918317942	1.99826460922653	0.684294610550719	2.92018171474174	0.00349827338473831	0.0147101654668631	Ggt7	0.27	0.38	0.07	0.75	0.82	0.05	0.32	0.13	0.58	0.48
ENSMUSG00000027661	Slc2a10	173.922430726929	1.84161133924829	0.581867927264155	3.16499888197522	0.00155083547027913	0.00764725639661243	Slc2a10	0.34	0.41	0.64	0.94	1.32	0.09	0.39	0.2	0.66	0.62
ENSMUSG00000027669	Gnb4	592.4974915376	1.67476711452952	0.402836673200752	4.1574345781942	3.2184139982905e-05	0.000320589570043015	Gnb4	1.18	1.47	1.81	2.73	4.05	0.63	1.97	1.58	3.01	3.03
ENSMUSG00000027737	Slc7a11	22342.4159074308	2.5520414916654	0.40017409047602	6.37732814893056	1.80204077219784e-10	7.18914657812998e-09	Slc7a11	11.93	16.41	14.87	17.23	22.23	10.25	5.22	8.56	20.89	62.54
ENSMUSG00000027762	Sucnr1	18.6079340112256	-2.09495631454968	0.850839095263546	-2.46222385197376	0.0138078457185963	0.0437257627283352	Sucnr1	0.25	0.12	0.19	0.05	0.02	0.12	0.24	0.18	0.02	0.1
ENSMUSG00000027800	Tm4sf1	1014.44119804585	1.67306398871504	0.456079356259578	3.66836158171302	0.000244109793203175	0.00171607270672984	Tm4sf1	4.55	3.37	16.69	9.92	8.45	1.35	4.7	4.95	10.06	10.2
ENSMUSG00000027827	Kcnab1	61.67370078722	3.54648951806015	0.654370838437867	5.41969371148389	5.97012298195899e-08	1.37382047402239e-06	Kcnab1	0.06	0.08	0.03	0.49	0.44	0.02	0.11	0.02	0.34	0.37
ENSMUSG00000027832	Ptx3	295.866974140015	1.9493222911176	0.356047989162564	5.47488639299006	4.37792384494433e-08	1.03905343512744e-06	Ptx3	1.25	0.93	2.71	3.99	3.29	0.56	1.05	0.61	2.08	2.53
ENSMUSG00000027833	Shox2	45.8957025174895	3.6539688116972	0.592377261107967	6.16831376150886	6.90220810319454e-10	2.49642961873629e-08	Shox2	0.07	0.03	0.13	0.27	0.37	0.02	0.04	0.1	0.29	0.31
ENSMUSG00000027834	Serpini1	115.162560167776	2.11150806648809	0.361202647597881	5.84577128802996	5.04226442320487e-09	1.53826229690467e-07	Serpini1	0.12	0.12	0.29	1.68	0.49	0.16	0.14	0.35	0.49	0.86
ENSMUSG00000027843	Ptpn22	123.872379938318	1.6972828193608	0.475343249893657	3.57064672684532	0.000356100909383308	0.00231426599504194	Ptpn22	0.37	0.31	1.38	0.64	0.89	0.19	0.15	0.37	0.56	0.86
ENSMUSG00000027848	Olfml3	2642.50015792043	1.50402289402868	0.45851583697292	3.28019835466992	0.00103734126722561	0.00549763172263292	Olfml3	4.4	4.31	6.8	10.17	13.67	1.43	5.03	3.1	6.85	7.08
ENSMUSG00000027896	Slc16a4	34.0736108173627	2.08617706969906	0.721490621965603	2.89148189343828	0.00383429686348957	0.0158379202909697	Slc16a4	0.09	0.05	0.06	0.21	0.2	0.04	0.09	0.05	0.26	0.14
ENSMUSG00000027931	Npr1	176.478815326897	1.58570222169545	0.400506616889727	3.95924100832533	7.5188332201318e-05	0.000654517729546341	Npr1	0.2	0.34	0.35	0.41	0.73	0.16	0.39	0.23	0.53	0.61
ENSMUSG00000027955	Fam198b	2051.98884495516	1.80054790199603	0.417773212107821	4.30986920609771	1.63351129148721e-05	0.000179122184297196	Fam198b	2.93	2.1	3.58	4.63	6.68	0.71	2.32	1.68	3.98	4.87
ENSMUSG00000027962	Vcam1	546.646101642327	1.75725281688574	0.389739532726864	4.50878771417129	6.51991063668125e-06	8.25543389866227e-05	Vcam1	0.97	0.91	1.12	2.67	2.12	0.52	1.32	0.69	1.85	2.51
ENSMUSG00000027966	Col11a1	6854.71151443571	2.32072570425306	0.917304742872592	2.52993971990767	0.011408212454888	0.0375886277980311	Col11a1	5.62	4.6	8.12	22.92	28.47	1.66	6.72	2.15	16.41	12.95
ENSMUSG00000027977	Ndst3	44.01860582313	1.79115063083898	0.588311119812447	3.04456361696851	0.00233018142728349	0.0106226301184058	Ndst3	0.18	0.08	0.21	0.06	0.09	0.03	0.06	0.06	0.15	0.13
ENSMUSG00000027985	Lef1	750.16519541683	4.79622419493745	0.520876407072289	9.20798893905712	3.3229192973041e-20	4.97748232099949e-18	Lef1	0.29	0.27	0.23	2	6.45	0.11	0.25	0.38	1.63	7.21
ENSMUSG00000027996	Sfrp2	717.481183656622	3.03711521599063	0.428439198271715	7.08878932703189	1.35290292078254e-12	8.52436213340682e-11	Sfrp2	1.34	0.86	4.67	2.71	6.87	0.5	1.42	0.89	4.27	8.4
ENSMUSG00000028003	Lrat	67.3026673597054	1.97807563775628	0.521585626306524	3.79242743279473	0.000149181851813188	0.00113010946712299	Lrat	0.11	0.18	0.39	0.17	0.37	0.04	0.07	0.05	0.1	0.25
ENSMUSG00000028005	Gucy1b3	209.973781059871	1.86683496027821	0.432475840067165	4.31662254240211	1.58434741040464e-05	0.000174454009586719	Gucy1b3	0.35	0.4	0.59	0.74	0.89	0.18	0.53	0.29	0.8	1.22
ENSMUSG00000028024	Enpep	75.0009032150269	1.66601480071655	0.55131343309875	3.02190133723467	0.00251192406819647	0.011263602114754	Enpep	0.06	0.09	0.24	0.32	0.16	0.07	0.13	0.16	0.21	0.31
ENSMUSG00000028037	Ifi44	15.8404947567806	2.43758984330299	1.01319847179267	2.40583647840498	0.0161354852734193	0.0493830445588574	Ifi44	0.04	0	0	0.41	0.08	0.01	0.01	0.04	0.1	0.12
ENSMUSG00000028073	Pear1	354.836182510929	1.79947778553652	0.312427818186737	5.75965929020118	8.42838882135725e-09	2.42878326144302e-07	Pear1	0.61	0.92	1.76	1.94	2.62	0.83	0.9	0.4	2.12	2.33
ENSMUSG00000028078	Dclk2	182.636274243666	1.7704163972901	0.366245339679808	4.83396293544074	1.33841516468686e-06	2.12939438726433e-05	Dclk2	0.13	0.19	0.16	0.84	0.79	0.21	0.22	0.24	0.55	0.61
ENSMUSG00000028128	F3	7523.69883982204	-1.67134691455318	0.248767611639698	-6.71850689700663	1.83596055019154e-11	9.34339154357092e-10	F3	39.87	35.72	55.87	22.54	13.5	77.16	45.05	50.57	11.87	17.02
ENSMUSG00000028132	Tmem56	996.702162202176	4.8283449929015	0.274157826743755	17.6115526237169	2.00859119813448e-69	1.27569644175917e-66	Tmem56	0.21	0.2	0.29	3.62	8.71	0.18	0.18	0.09	2.67	4.14
ENSMUSG00000028186	Uox	93.3650623786841	2.4711951948107	0.76862348102611	3.21509198692664	0.0013040272772452	0.00665291647061726	Uox	2.07	1.36	0.96	0.33	2.02	0.04	0.27	0.22	0.32	1.19
ENSMUSG00000028194	Ddah1	221.137283508154	2.40460661499846	0.275904623049631	8.71535456136923	2.89850085818765e-18	3.77232759231996e-16	Ddah1	0.42	0.44	0.59	1.47	1.73	0.23	0.29	0.27	0.95	1.14
ENSMUSG00000028195	Cyr61	1466.17530548487	2.48653400987839	0.298325980522275	8.33495629688454	7.75268234658076e-17	8.58835527166432e-15	Cyr61	4.28	3.2	6.89	18.66	38.92	3.2	2.61	1.97	12.17	10
ENSMUSG00000028197	Col24a1	649.066544023649	2.03464342176899	0.593610272714135	3.4275744799127	0.000608999221159607	0.00357966504762608	Col24a1	0.82	1	1.27	2.88	2.93	0.54	0.95	0.26	2.5	1.12
ENSMUSG00000028226	Mmp16	304.346801997513	2.20627775735522	0.38700027016227	5.7009721373841	1.1912610810849e-08	3.24439853266998e-07	Mmp16	0.53	0.66	0.75	1.01	1.79	0.3	0.58	0.32	1.27	1.07
ENSMUSG00000028259	Fhl5	32.4813615979952	3.06489669642616	0.701735255562283	4.36759685669538	1.25621093003295e-05	0.000143497245662325	Fhl5	0.1	0.13	0.09	0.5	0.28	0.06	0.14	0.04	0.54	0.55
ENSMUSG00000028262	Clca2	25.7299431225732	-3.65560656708008	1.01521587655391	-3.60081698041291	0.000317218825508213	0.00211516713875898	Clca2	0.18	0.07	0.09	0.02	0.03	0.17	0.32	0.11	0	0.01
ENSMUSG00000028328	Tmod1	19.5754318084783	2.88920600621456	0.733457136710932	3.93916135191039	8.17669280390133e-05	0.000700645053104939	Tmod1	0.05	0.16	0.1	0.05	0.22	0.12	0.05	0.02	0.1	0.1
ENSMUSG00000028369	Svep1	5152.06065829409	1.73922330575354	0.313586209188364	5.54623658436722	2.91883819899315e-08	7.29847447615956e-07	Svep1	1.99	3.86	2.76	7.57	7.79	1.63	3.15	2.16	5.56	6.55
ENSMUSG00000028463	Car9	60.5194282795181	2.84118208416031	0.54091997315059	5.25249986169274	1.50048577148016e-07	3.15141707401613e-06	Car9	1.63	0.37	0.79	0.4	0.73	0.13	0.13	0.09	0.39	0.63
ENSMUSG00000028527	Ak4	1315.28347023116	1.97816959597307	0.28434300441551	6.9569835207986	3.4763560387872e-12	1.99991236173417e-10	Ak4	8.55	5.89	8.42	5.92	9.59	2.26	1.88	2.06	5.22	9.7
ENSMUSG00000028544	Slc5a9	2442.90666973538	-1.51709207302772	0.29300392621713	-5.17771926340497	2.24614885178525e-07	4.45804393358078e-06	Slc5a9	18.77	15.43	9.26	2.1	4.51	12.6	7.45	8.97	1.86	4.1
ENSMUSG00000028583	Pdpn	383.300979611176	1.51773299388713	0.436550407727793	3.47665004320303	0.000507720050737425	0.00308909648359785	Pdpn	1.75	2.09	5.61	1.38	2.06	0.83	1.67	1.28	3.3	2.1
ENSMUSG00000028597	Gpx7	458.363763516141	1.62011314369751	0.412897694117162	3.92376408679531	8.71761056577516e-05	0.000733924817409215	Gpx7	3.44	2.45	5.11	7.58	8.61	1.23	3.32	2.14	5.3	5.45
ENSMUSG00000028626	Col9a2	115.896202606289	2.75394846036662	0.491600065600107	5.60200995295804	2.11880386473548e-08	5.4703037015073e-07	Col9a2	0.07	0.09	0.07	1.15	1.92	0.16	0.27	0.07	0.68	0.93
ENSMUSG00000028717	Tal1	89.1148472275963	1.57605113464919	0.548905927024497	2.87125909387174	0.0040884027485865	0.0166365091855603	Tal1	0.09	0.07	0.28	0.37	0.36	0.11	0.23	0.14	0.27	0.27
ENSMUSG00000028736	Pax7	40.7280945673307	-1.61992296732248	0.581975545185526	-2.78348975437804	0.00537775609369786	0.0206741018950718	Pax7	0.11	0.1	0.14	0.03	0.02	0.1	0.11	0.08	0.01	0.03
ENSMUSG00000028755	Cda	76.8553975783285	2.63813503031722	0.705883312079513	3.73735288137829	0.000185967837111946	0.00137275561025732	Cda	0.73	0.2	1.3	5.54	3.51	0.1	0.57	0.47	1.12	2.71
ENSMUSG00000028883	Sema3a	278.649313405762	1.73749578016897	0.275291195421127	6.31148329139634	2.76373644306878e-10	1.07030749373283e-08	Sema3a	0.2	0.26	0.43	0.66	2.09	0.29	0.31	0.56	0.92	0.8
ENSMUSG00000028926	Cdk14	790.807757252145	1.79455081606824	0.39829061854393	4.50563164813863	6.61757961533794e-06	8.33258756005836e-05	Cdk14	1.25	0.98	1.5	2.67	3.02	0.61	1.28	0.84	2.49	2.21
ENSMUSG00000028940	Hes2	141.016757389062	1.85058233386002	0.637550400195265	2.90264476862258	0.00370026093387788	0.0153964211499248	Hes2	0.55	0.64	0.51	0.46	1.1	0.54	0.09	0.41	0.52	1.41
ENSMUSG00000028976	Slc2a5	269.492543338639	-1.96443174641164	0.314995508469954	-6.23638018190667	4.47812015289474e-10	1.67395871112422e-08	Slc2a5	1.08	1.69	2.18	0.27	0.42	1.89	2.49	2.12	0.4	0.42
ENSMUSG00000028978	Nos3	427.62829700829	2.17689845619635	0.303093423574682	7.182268854672	6.85639198802232e-13	4.53607466607577e-11	Nos3	0.68	1.02	1.02	1.83	2.96	0.3	0.5	0.44	1.32	1.66
ENSMUSG00000029061	Mmp23	503.350771811099	1.98882974934385	0.427503003454083	4.65220064718788	3.28411289813395e-06	4.55416110013719e-05	Mmp23	3.13	3.72	4.96	10.4	11.91	1.76	3.88	2.82	8.58	7.22
ENSMUSG00000029084	Cd38	84.5120568253611	1.8148681425385	0.368133178781805	4.92992277562188	8.22621281318623e-07	1.38952986221033e-05	Cd38	0.21	0.17	0.4	0.47	0.49	0.11	0.16	0.11	0.32	0.39
ENSMUSG00000029088	Kcnip4	12.4607322575562	3.34682166437801	1.10836602191626	3.01959966130293	0.0025310900409432	0.0113340342905817	Kcnip4	0.03	0.01	0.01	0.05	0.07	0.01	0.03	0.02	0.07	0.14
