rowname	genename	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene_name.GENENAME	MUT_12DPA_R1	MUT_12DPA_R2	MUT_12DPA_R3	WT_12DPA_R1	WT_12DPA_R2	MUT_14DPA_R1	MUT_14DPA_R2	MUT_14DPA_R3	WT_14DPA_R1	WT_14DPA_R2
ENSMUSG00000025328	Padi3	45.5090171215832	2.95354291001089	0.875276919629857	3.37440967969304	0.000739741866224177	0.00544076810437314	Padi3	0.09	0.01	0.04	0.15	0.49	0.03	0.02	0.05	0.03	0.11
ENSMUSG00000025352	Gdf11	285.766447224802	1.53370983499844	0.252851996881533	6.06564256527119	1.31427128107623e-09	3.75164711143578e-08	Gdf11	0.56	0.44	0.51	1.1	1.19	0.13	0.38	0.21	0.66	0.66
ENSMUSG00000025359	Pmel	322.716271794814	-4.75156003997437	1.26331820095776	-3.76117437109041	0.000169117479931303	0.00152983391264173	Pmel	1.5	1.22	12.4	0.15	0.2	4.98	7.13	2.98	0.2	0.17
ENSMUSG00000025383	Il23a	6.5568842450979	-5.74036433751823	1.91634885158157	-2.99546939628486	0.00274022797216777	0.0161700189120186	Il23a	0.07	0.07	0.2	0	0	0.05	0.02	0.03	0	0
ENSMUSG00000025401	Myo1a	47.5486825080583	4.57690502935714	1.03558351643116	4.41963874157646	9.88660325716035e-06	0.000126909165080907	Myo1a	0.02	0.02	0.02	0.04	0.64	0.01	0.01	0.03	0.04	0.11
ENSMUSG00000025432	Avil	81.0641347472438	-1.67537137727924	0.557820838445758	-3.00342199826611	0.00266961972722228	0.0158507457840311	Avil	0.41	0.55	0.62	0.16	0.07	0.19	0.2	0.46	0.09	0.04
ENSMUSG00000025473	Adam8	1289.0585127898	-1.56838914593202	0.228181345512367	-6.87343280586892	6.26750385404576e-12	2.57772803347252e-10	Adam8	6.19	6.43	10.19	1.95	2.06	3.96	2.33	3.46	1.25	1.64
ENSMUSG00000025481	Urah	3587.87081629123	-1.53561758651053	0.232902266468996	-6.59339906730774	4.2986903946261e-11	1.54261575304297e-09	Urah	121.9	112.56	101.1	34.41	27.48	87.5	76.32	90.74	21.32	33.06
ENSMUSG00000025489	Ifitm5	169.408733023117	2.77612154633791	0.310224894218793	8.94873879586204	3.5956688485162e-19	3.81234291938783e-17	Ifitm5	1.05	1.03	1.41	4.88	7.44	0.11	2.66	0.11	3.95	2.83
ENSMUSG00000025608	Podxl	1780.01166325751	1.59147371756692	0.308305614156002	5.16200044531671	2.44324709254004e-07	4.44246531481e-06	Podxl	1.45	2.76	3.24	4.47	7.84	0.74	2.09	1.3	2.96	4.91
ENSMUSG00000025701	Alox5	233.683938916864	-2.38306209929853	0.43367801875152	-5.49500319651647	3.90703337612363e-08	8.38292259728602e-07	Alox5	2.24	1.03	1.51	0.26	0.33	2	1.67	1.27	0.27	0.44
ENSMUSG00000025784	Clec3b	54.5546810694742	-1.77367128529064	0.584009238120988	-3.0370603228766	0.00238897641975142	0.0144631839012611	Clec3b	1.11	0.72	1.87	0.19	0.36	0.37	1.54	0.55	0.32	0.65
ENSMUSG00000025810	Nrp1	1864.75935796393	1.62551138303068	0.14462863552492	11.2392084536441	2.61718432789201e-29	7.12223095097013e-27	Nrp1	3.2	3.76	4.12	7.8	9.89	1.97	3.12	2.85	6.14	7.03
ENSMUSG00000025889	Snca	78.9698490809784	2.71412476776043	0.444395869740946	6.10744822930643	1.01236634245865e-09	2.97300676972389e-08	Snca	0.19	0.25	0.48	1.61	1.51	0.17	0.35	0.27	1.01	2.27
ENSMUSG00000025892	Gria4	36.5915437935795	-2.03473959081617	0.581545732293775	-3.4988470860075	0.000467274479197597	0.00366634199727937	Gria4	0.16	0.14	0.24	0.04	0.03	0.11	0.19	0.13	0.14	0.06
ENSMUSG00000025938	Slco5a1	1412.78026764633	3.27311928916106	0.453349169547228	7.21986386879238	5.2039642505486e-13	2.47006768264412e-11	Slco5a1	0.39	0.86	0.39	2.38	6.08	0.21	0.28	0.22	0.78	2.84
ENSMUSG00000026051	1500015O10Rik	539.838844004877	2.30983131084209	0.238904479981801	9.66843029070884	4.10627788067514e-22	6.44685627265997e-20	1500015O10Rik	4.11	3.52	3.62	15.1	13.7	1.44	5.84	3.54	8.77	8.22
ENSMUSG00000026062	Slc9a2	93.0174687772761	2.32066448971248	0.427041440857115	5.43428404759658	5.50168814909977e-08	1.15021208832908e-06	Slc9a2	0.09	0.07	0.12	0.43	0.29	0.07	0.06	0.09	0.22	0.35
ENSMUSG00000026085	Lyg1	42568.2772363415	1.68979854731447	0.416150970758157	4.06054212545977	4.89589024475062e-05	0.000526961739725037	Lyg1	445.75	675.84	313.92	722.16	1731.14	388.07	313.49	299.51	495.46	695.43
ENSMUSG00000026107	Nabp1	4680.61639186473	2.8639664908663	0.260493681262412	10.9943798904713	4.06699350423039e-28	1.03759171776678e-25	Nabp1	6.59	6.45	5.62	22.74	39.84	4.52	4.25	3.52	17.11	15.95
ENSMUSG00000026147	Col9a1	38.0366809673876	4.90517581755271	0.797290587509003	6.15230619099379	7.63642633798264e-10	2.29205090526802e-08	Col9a1	0.02	0	0.02	0.29	0.29	0	0.08	0.05	0.13	0.13
ENSMUSG00000026166	Ccl20	57.8979069776082	-2.29836108758409	0.754037335003837	-3.0480733259347	0.00230313721064577	0.0140319493938149	Ccl20	1.36	3.26	0.68	0.27	0.29	0.58	0.79	0.23	0.16	0.1
ENSMUSG00000026185	Igfbp5	51155.7899337473	1.92049408085419	0.214846747568584	8.9389022761032	3.93055242132913e-19	4.14051999583626e-17	Igfbp5	56.11	44.92	48.91	126.24	172.2	14.33	41.87	33.62	72.27	104.57
ENSMUSG00000026255	Efhd1	1629.18176207876	4.3128974100823	0.247701352843622	17.41168290189	6.72768480714067e-68	1.37312046913741e-64	Efhd1	1.17	1.36	1.77	16.57	28.22	0.92	0.94	1	8.46	16.36
ENSMUSG00000026380	Tfcp2l1	1325.84228272242	-1.57792421274768	0.285967514390983	-5.51784427720101	3.43183317826871e-08	7.48130469089072e-07	Tfcp2l1	1.8	2.26	3.24	0.45	0.82	1.29	1.37	0.97	0.48	1.43
ENSMUSG00000026420	Il24	14.5147866913021	-6.8867641093881	2.17805958840444	-3.16188048575524	0.00156753885032397	0.0101687621565712	Il24	0.12	0.03	0.96	0	0	0	0.04	0	0	0
ENSMUSG00000026435	Slc45a3	480.73186611276	1.72858751980765	0.355643870003232	4.86044514078632	1.17122097429885e-06	1.84707326819222e-05	Slc45a3	0.78	0.76	1.65	2.41	2.77	0.53	0.92	0.92	1.07	1.55
ENSMUSG00000026442	Nfasc	52.6753583979815	-4.07232427065531	0.742141144331245	-5.48726384699361	4.08207190472938e-08	8.68997002091543e-07	Nfasc	0.09	0.23	0.15	0	0.02	0.09	0.12	0.12	0.03	0.02
ENSMUSG00000026473	Glul	13924.2925098871	-1.97514986778565	0.304522584676196	-6.48605380085637	8.8113712797844e-11	3.04813708170169e-09	Glul	85.53	126.27	66.3	17.21	20.05	104.87	78.67	81.98	18.57	29.51
ENSMUSG00000026475	Rgs16	82.1725771706492	1.89451718370011	0.357623480966264	5.29751899562443	1.17386696983013e-07	2.26559100276435e-06	Rgs16	0.2	0.21	0.27	0.55	0.75	0.05	0.1	0.07	0.54	0.35
ENSMUSG00000026482	Rgl1	1119.42419851517	1.76451512216585	0.242950036626633	7.26287242704791	3.78955313854895e-13	1.86372962789841e-11	Rgl1	1.26	1.65	2.18	3.87	5.17	0.99	1.71	0.9	2.58	3.11
ENSMUSG00000026483	Fam129a	6918.95456558622	2.51254236489743	0.253688658741557	9.9040389797522	3.99795105377091e-23	6.92606962611191e-21	Fam129a	5.23	6.61	5.82	19.24	38.76	2.89	5.26	3.45	10.08	19.39
ENSMUSG00000026564	Dusp27	9.02874332484522	2.71767882999958	1.0253857625437	2.65039649395732	0.00803973578144697	0.0381828987316655	Dusp27	0.01	0.01	0.01	0.04	0.05	0.02	0.01	0.01	0.04	0.05
ENSMUSG00000026579	F5	1317.53007558132	2.05873454837528	0.20745506992098	9.9237610782877	3.28152516777056e-23	5.88799372959976e-21	F5	0.72	1.1	1.11	3.14	3.11	0.45	0.96	0.68	1.76	2.39
ENSMUSG00000026581	Sell	28.4853669883355	-3.14491017249047	1.03795997808157	-3.02989540916896	0.00244638441054478	0.0147342547603744	Sell	0.12	0.15	0.48	0.04	0.01	0.15	0.05	0.03	0.1	0.05
ENSMUSG00000026609	Ush2a	10.3000848790091	2.77253991578152	0.992473350003186	2.79356611013547	0.00521303721712647	0.0272003643043544	Ush2a	0	0	0	0.06	0.03	0	0	0	0.01	0.03
ENSMUSG00000026655	Fam107b	4732.96003886212	1.5414052679373	0.217089319729344	7.1003275050981	1.24461591018486e-12	5.50734107899687e-11	Fam107b	10.53	15.67	17.99	27.41	38.28	17.01	10.58	14.52	11.91	18.37
ENSMUSG00000026674	Ddr2	2527.43550195017	1.60778070110226	0.172227637066184	9.33520733658107	1.00793780544346e-20	1.26596988363699e-18	Ddr2	3.42	3.06	3.48	8.52	8.01	2.45	4.09	3.99	7.92	5.55
ENSMUSG00000026678	Rgs5	5052.84233802843	2.26623318466481	0.288207612946801	7.86319681667511	3.74451962490276e-15	2.51607063520215e-13	Rgs5	4.95	8.31	6.54	26.53	20.91	4.91	10.84	8.09	29.68	24.36
ENSMUSG00000026715	Serpinc1	170.749765410238	2.52826094033822	0.448184658017474	5.64111442707985	1.68953027927259e-08	3.98075763347227e-07	Serpinc1	0.2	0.41	0.42	0.81	1.11	0.1	0.12	0.17	0.82	0.86
ENSMUSG00000026814	Eng	1960.63165769399	2.08975202141968	0.280571961386669	7.44818552463872	9.46326849720462e-14	5.13343016685572e-12	Eng	2.19	3.18	6.23	9.78	13.28	1.4	2.84	2.82	7.09	8.57
ENSMUSG00000026822	Lcn2	1045.84789121933	-6.8998806578233	0.934165323071467	-7.38614513664134	1.51146805272965e-13	7.98681241584778e-12	Lcn2	36.8	36.36	16.69	0.06	0.33	4.68	6.8	14.35	0.28	0.77
ENSMUSG00000026828	Galnt5	144.509602650959	1.7490219525648	0.434448090596547	4.02584794460297	5.67703665952512e-05	0.000598030029527265	Galnt5	0.25	0.12	0.32	0.51	0.7	0.06	0.28	0.08	0.44	0.33
ENSMUSG00000026832	Cytip	167.279343344692	-1.60740749957243	0.45323848171593	-3.54649387555728	0.00039039381657136	0.00315718189052856	Cytip	1.87	0.89	1.34	0.35	0.23	2.25	1.4	1.28	0.31	0.58
ENSMUSG00000026853	Crat	905.60662249817	1.60263063221118	0.264322299953421	6.06316845946632	1.33465742681659e-09	3.80319135515903e-08	Crat	2.21	2.24	3.07	4.22	6.77	1.7	1.8	1.5	3.26	5.39
ENSMUSG00000026888	Grb14	312.890502052431	2.56046048123867	0.361106417440943	7.09059811061768	1.33533608958575e-12	5.84540688224026e-11	Grb14	0.92	0.64	0.62	2.8	3.9	0.37	0.41	0.89	2.23	1.72
ENSMUSG00000026890	Lhx6	74.6150927964082	1.63223340051422	0.594157259136947	2.74714038314562	0.00601173963998413	0.0305412833981521	Lhx6	0.08	0.12	0.3	0.52	0.41	0.08	0.07	0.05	0.18	0.38
ENSMUSG00000026921	Egfl7	578.386033822395	1.7177091451042	0.170458375161623	10.0770005784434	6.98251078361939e-24	1.34129924794044e-21	Egfl7	3.72	4.37	5.69	10.39	11.34	2.76	5.71	4.66	11.64	11.39
ENSMUSG00000026928	Card9	74.40179049836	-1.52269463282683	0.491815162635512	-3.09607093987729	0.00196103439126398	0.0123058299540962	Card9	0.96	0.56	0.67	0.33	0.21	0.33	0.42	0.45	0.16	0.2
ENSMUSG00000026959	Grin1	102.163344991794	2.80810535325732	0.554835793640034	5.06114671303842	4.16742368128508e-07	7.27761431743558e-06	Grin1	0.12	0.11	0.08	0.29	0.86	0.07	0.06	0.05	0.07	0.15
ENSMUSG00000027004	Frzb	101.110205896735	4.25280891651425	0.484487805348353	8.77794831896012	1.66483738366375e-18	1.60848904144743e-16	Frzb	0.1	0.05	0.04	0.99	0.87	0.03	0.12	0.08	0.5	0.3
ENSMUSG00000027009	Itga4	346.656630213677	1.53529109797408	0.421851509336543	3.63941117666895	0.000273262172907401	0.00232871855909815	Itga4	0.19	0.16	0.45	0.58	0.8	0.12	0.19	0.21	0.71	1.83
ENSMUSG00000027015	Cybrd1	17678.6151755496	7.67335533674415	0.349849458248355	21.9333063288522	1.25005921485091e-106	2.04109668600856e-102	Cybrd1	0.51	0.52	0.47	45.32	118.68	0.39	0.73	0.58	32.72	66.92
ENSMUSG00000027016	Zfp385b	22.0214652305802	1.78673255864537	0.632281802861087	2.82584845959566	0.00471555670696817	0.0251455290370269	Zfp385b	0.05	0.1	0.07	0.19	0.14	0.01	0.02	0.03	0.22	0.19
ENSMUSG00000027082	Tfpi	141.387634635999	1.71489173462981	0.406944482966607	4.2140680274821	2.50811687230147e-05	0.000292201401050856	Tfpi	0.49	0.32	0.44	1.06	1.46	0.14	0.48	0.39	1.06	1.31
ENSMUSG00000027186	Elf5	641.368635367001	2.21478461040022	0.46738259306267	4.73869725418559	2.1509658268679e-06	3.19863114946258e-05	Elf5	1.88	3.32	2.16	3.42	10.23	0.81	0.48	0.61	2.09	2.42
ENSMUSG00000027217	Tspan18	837.832736072828	1.94795524227918	0.30362529099828	6.41565541485218	1.4021828478179e-10	4.72058588436508e-09	Tspan18	1.41	1.69	1.47	2.88	5.64	0.66	1.22	1.04	1.98	2.43
ENSMUSG00000027221	Chst1	105.495651524696	1.68015290853918	0.36193297898808	4.64216583201862	3.44775964991648e-06	4.87402766786461e-05	Chst1	0.21	0.24	0.39	0.64	0.73	0.06	0.17	0.14	0.58	0.64
ENSMUSG00000027239	Mdk	515.953267162171	2.1150646016688	0.295700484608353	7.15272619343233	8.50711873423732e-13	3.8908749213621e-11	Mdk	5.27	5.21	3.92	13.02	20.11	2.18	6.82	5.39	8.7	10.27
ENSMUSG00000027246	Ell3	578.955746107795	-2.2431553049021	0.222784356095324	-10.0687289907479	7.59532465192926e-24	1.44205187112443e-21	Ell3	6.76	6.02	8.39	0.98	1.33	3.77	5.01	3.33	0.86	3.27
ENSMUSG00000027254	Map1a	1405.83261683597	2.20552081941314	0.157450715924963	14.0076900029101	1.39881238979125e-44	8.78454180788906e-42	Map1a	0.58	0.69	0.79	2.36	2.86	0.3	0.58	0.39	1.21	1.06
ENSMUSG00000027296	Itpka	43.0301116399997	-1.85864338817067	0.593073560130097	-3.13391712785672	0.00172489563328424	0.0110274455365173	Itpka	0.25	0.54	0.63	0.09	0.1	0.44	0.3	0.41	0.02	0.05
ENSMUSG00000027313	Chac1	10842.1267121708	5.68346608511503	0.296564860450124	19.1643274138706	7.35006064332283e-82	2.00019650306959e-78	Chac1	3.51	4.71	5.07	111.83	244.64	7.86	5.13	4.88	88.34	58.59
ENSMUSG00000027322	Siglec1	21.2266645476059	2.1999994407182	0.856031554890381	2.5699980662511	0.0101699082662194	0.0461133746656014	Siglec1	0.03	0.02	0.01	0.08	0.04	0.01	0.05	0.03	0.09	0.05
ENSMUSG00000027360	Hdc	216.504855900181	-3.21547101967583	1.15993316662812	-2.77211749106466	0.0055692930899939	0.0286862516004481	Hdc	0.52	0.79	4.67	0.08	0.22	1.19	0.75	0.67	0.18	0.92
ENSMUSG00000027375	Mal	4024.02090507808	3.10539776111625	0.385444882404362	8.0566584299813	7.84083510010172e-16	5.7929934621928e-14	Mal	4.22	2.84	7.57	25.39	41.53	1.38	1.21	1.27	14.21	27.86
ENSMUSG00000027380	Acoxl	30.5987317052055	-5.49425483459402	1.42836711653529	-3.84652850866599	0.000119803196744685	0.00113531433339943	Acoxl	0.79	0.27	0.09	0	0.02	0.03	0.13	0.35	0	0.02
ENSMUSG00000027398	Il1b	377.050464186824	-4.78589737221998	1.13728418609645	-4.20818070868181	2.57434960144533e-05	0.000299387324019939	Il1b	1.68	3.35	17.83	0.4	0.17	2.39	4.43	2.58	0.29	0.04
ENSMUSG00000027403	Tgm6	1072.4239459386	2.18589019531367	0.392149265560071	5.57412798463812	2.48772800335465e-08	5.59498937173205e-07	Tgm6	1.19	2.12	1.94	3.34	9.14	0.68	0.47	0.52	1.02	4.23
ENSMUSG00000027408	Cpxm1	732.769109724526	2.13911841468748	0.277338812017094	7.71301499104871	1.22879647545562e-14	7.62881705370319e-13	Cpxm1	1.79	2.23	1.73	5.55	6.41	0.84	3.12	1.96	3.38	4.13
ENSMUSG00000027412	Lpin3	5722.08768451046	1.54116968899434	0.251920306511754	6.11768741604971	9.49430688978402e-10	2.808388458268e-08	Lpin3	10.58	14.73	11.63	22.64	39.44	14.3	10.16	10.02	14.02	16.75
ENSMUSG00000027419	Pcsk2	86.2976319123131	-3.46689969802907	0.565610751566433	-6.12947983825917	8.81668464879502e-10	2.61743321719137e-08	Pcsk2	0.22	0.49	0.39	0.02	0.04	0.3	0.17	0.22	0.02	0.1
ENSMUSG00000027435	Cd93	3426.18682580292	1.67162732289322	0.303456181104016	5.50862835224384	3.61640507048028e-08	7.84549911563707e-07	Cd93	2.13	3.66	4.61	6.3	10.76	1.54	2.43	2.07	5.56	7.17
ENSMUSG00000027514	Zbp1	19.4895103168653	2.87359035060008	1.09980874990162	2.61280913691324	0.00898014370105656	0.0417386240679907	Zbp1	0.02	0.06	0.09	0.57	0.06	0.02	0.09	0.04	0.1	0.1
ENSMUSG00000027528	Fabp9	20.6939721471588	8.24223677908564	1.42388443475863	5.78855739825742	7.099348981853e-09	1.78335646424147e-07	Fabp9	0	0	0	1.41	1.34	0.06	0.03	0.08	0.39	0.38
ENSMUSG00000027559	Car3	79.4522321623886	2.93416861103973	0.536182675634722	5.47233012996237	4.44156434197597e-08	9.39402364971291e-07	Car3	0.27	0.13	0.35	1.55	0.96	0	0.61	0.07	1.22	1.01
ENSMUSG00000027560	Dok5	52.4040548143755	2.85272444555477	0.649800633974007	4.39015337382524	1.13270739678644e-05	0.000143928765562094	Dok5	0.13	0.04	0.18	0.5	0.84	0.01	0.07	0.09	0.39	0.41
ENSMUSG00000027603	Ggt7	76.1845298553737	2.14064260826482	0.615510992202702	3.47783002315555	0.000505490359996722	0.00392843721943192	Ggt7	0.27	0.38	0.07	0.75	0.82	0.05	0.32	0.13	0.58	0.48
ENSMUSG00000027661	Slc2a10	234.73051415668	1.67334047505843	0.307082841157994	5.44915003634962	5.06111053276965e-08	1.06081916276076e-06	Slc2a10	0.34	0.41	0.64	0.94	1.32	0.09	0.39	0.2	0.66	0.62
ENSMUSG00000027669	Gnb4	487.320035691379	1.57116605144027	0.202834539012552	7.74604788261944	9.47967757024216e-15	5.95323751411207e-13	Gnb4	1.18	1.47	1.81	2.73	4.05	0.63	1.97	1.58	3.01	3.03
ENSMUSG00000027674	Pex5l	41.8574272983992	-2.3288950436919	0.697191499696003	-3.3403950632034	0.000836592897223006	0.0060388544765063	Pex5l	0.19	0.33	0.43	0.03	0.06	0.09	0.16	0.09	0.03	0.02
ENSMUSG00000027827	Kcnab1	67.3275677539586	3.84880865826496	0.536161056249641	7.17845619968512	7.05029697095522e-13	3.25189968762025e-11	Kcnab1	0.06	0.08	0.03	0.49	0.44	0.02	0.11	0.02	0.34	0.37
ENSMUSG00000027832	Ptx3	390.156518423995	1.57084288420806	0.426626623136602	3.68200857381816	0.000231403626551251	0.00201512448764204	Ptx3	1.25	0.93	2.71	3.99	3.29	0.56	1.05	0.61	2.08	2.53
ENSMUSG00000027833	Shox2	31.1438129128563	3.25155807245338	0.729120611013109	4.45956131720835	8.21275756724426e-06	0.000106596109346553	Shox2	0.07	0.03	0.13	0.27	0.37	0.02	0.04	0.1	0.29	0.31
ENSMUSG00000027834	Serpini1	129.631781598655	3.27226314043219	0.670638093277933	4.87932787181546	1.06447977941898e-06	1.69900545829454e-05	Serpini1	0.12	0.12	0.29	1.68	0.49	0.16	0.14	0.35	0.49	0.86
ENSMUSG00000027840	Wnt2b	149.283860533046	1.73644580692919	0.304168641013644	5.70882587088029	1.13758201129109e-08	2.76817273924901e-07	Wnt2b	0.31	0.34	0.29	0.66	0.95	0.1	0.44	0.11	0.47	0.33
ENSMUSG00000027848	Olfml3	3253.69319491839	1.54111601781042	0.213060401254458	7.23323531137942	4.71621169489428e-13	2.26489131041864e-11	Olfml3	4.4	4.31	6.8	10.17	13.67	1.43	5.03	3.1	6.85	7.08
ENSMUSG00000027875	Hmgcs2	55.3186411534203	-2.17525508213604	0.59534240967464	-3.65378821798506	0.000258399427980808	0.00222039598405108	Hmgcs2	0.17	0.36	0.46	0.07	0.05	0.96	0.2	0.53	0.11	0.27
ENSMUSG00000027894	Slc6a17	992.929434036258	1.50804486080435	0.323148809386438	4.66671953292254	3.0604662810378e-06	4.36430510364936e-05	Slc6a17	0.71	1.29	1.88	2.86	3.36	0.44	1	0.52	1.43	1.6
ENSMUSG00000027896	Slc16a4	26.3817391491631	1.86099227522058	0.641284182109399	2.90197751190299	0.00370815158507888	0.0207132417359938	Slc16a4	0.09	0.05	0.06	0.21	0.2	0.04	0.09	0.05	0.26	0.14
ENSMUSG00000027962	Vcam1	477.107315525593	1.62584675580879	0.252933303680269	6.42796631425023	1.29322388942762e-10	4.3899708246516e-09	Vcam1	0.97	0.91	1.12	2.67	2.12	0.52	1.32	0.69	1.85	2.51
ENSMUSG00000027966	Col11a1	8852.32913665972	2.39518860079894	0.260144894870415	9.20713282492837	3.34952093507419e-20	3.90649841627795e-18	Col11a1	5.62	4.6	8.12	22.92	28.47	1.66	6.72	2.15	16.41	12.95
ENSMUSG00000027978	Prss12	899.072747861913	-1.91992960858041	0.464266670393709	-4.13540262744312	3.54332837072309e-05	0.000397358967288232	Prss12	5.49	2.91	11.47	1.21	1.44	1.7	2.08	0.67	1.29	1.38
ENSMUSG00000027985	Lef1	585.808295400047	4.28129295895606	0.445875563500219	9.60199057635497	7.84151479605957e-22	1.17464452834918e-19	Lef1	0.29	0.27	0.23	2	6.45	0.11	0.25	0.38	1.63	7.21
ENSMUSG00000028004	Npy2r	17.9161977464984	2.15582142331761	0.833488200431429	2.58650503054718	0.00969547551230129	0.0443687567726613	Npy2r	0.02	0.04	0.03	0.05	0.15	0.03	0.02	0.02	0.03	0.15
ENSMUSG00000028033	Kcnq5	26.4783941491879	-1.81282085359691	0.6581165396415	-2.75455902473507	0.00587712880584786	0.0299225940573383	Kcnq5	0.08	0.06	0.13	0.05	0.02	0.07	0.08	0.02	0.01	0.03
ENSMUSG00000028037	Ifi44	23.1050017476024	5.17404309613004	1.10335458208795	4.68937473059556	2.74041136415772e-06	3.96679403847227e-05	Ifi44	0.04	0	0	0.41	0.08	0.01	0.01	0.04	0.1	0.12
ENSMUSG00000028073	Pear1	348.048113361177	1.58859889008649	0.280928343478526	5.65481884247084	1.56010733246252e-08	3.70253379715813e-07	Pear1	0.61	0.92	1.76	1.94	2.62	0.83	0.9	0.4	2.12	2.33
ENSMUSG00000028078	Dclk2	175.973847055646	2.48847382089926	0.318508620177252	7.8128931628739	5.58899694044399e-15	3.62131516045911e-13	Dclk2	0.13	0.19	0.16	0.84	0.79	0.21	0.22	0.24	0.55	0.61
ENSMUSG00000028132	Tmem56	1168.18313299288	4.87073060527146	0.340867417633177	14.2892231797674	2.55442903017609e-46	1.73786321686313e-43	Tmem56	0.21	0.2	0.29	3.62	8.71	0.18	0.18	0.09	2.67	4.14
ENSMUSG00000028194	Ddah1	280.14438015127	2.14656224624127	0.227759285131676	9.42469697777748	4.31349251446191e-21	5.82071948563092e-19	Ddah1	0.42	0.44	0.59	1.47	1.73	0.23	0.29	0.27	0.95	1.14
ENSMUSG00000028195	Cyr61	2588.67821284431	2.94833167023942	0.356385165137249	8.27287990257389	1.30761398362839e-16	1.03143580312485e-14	Cyr61	4.28	3.2	6.89	18.66	38.92	3.2	2.61	1.97	12.17	10
ENSMUSG00000028197	Col24a1	717.811369685998	1.7135053569411	0.155067791527676	11.0500403730537	2.1911631942461e-28	5.67893851359529e-26	Col24a1	0.82	1	1.27	2.88	2.93	0.54	0.95	0.26	2.5	1.12
ENSMUSG00000028226	Mmp16	281.097489763266	1.63069314747001	0.308526060131207	5.2854308215537	1.25409259265097e-07	2.39215231925292e-06	Mmp16	0.53	0.66	0.75	1.01	1.79	0.3	0.58	0.32	1.27	1.07
ENSMUSG00000028245	Nsmaf	3852.11482697806	1.58156773799896	0.223146687076589	7.0875698793419	1.36487390588695e-12	5.92703753598992e-11	Nsmaf	9.15	11.04	8.64	17.02	27.21	7.24	7.95	6.9	12.02	21.18
ENSMUSG00000028259	Fhl5	19.5706938631107	2.25890477845334	0.752660981688521	3.00122476574475	0.00268896003331842	0.0159481799578726	Fhl5	0.1	0.13	0.09	0.5	0.28	0.06	0.14	0.04	0.54	0.55
ENSMUSG00000028268	Gbp3	78.3609300290503	2.54757402650418	0.586907823852186	4.34067143590471	1.42047992249144e-05	0.000176243132024622	Gbp3	0.2	0.14	0.16	1.29	0.52	0.09	0.5	0.29	0.47	0.22
ENSMUSG00000028270	Gbp2	104.004763700224	2.2628938219539	0.644620223869619	3.51042945623064	0.000447383498094262	0.00353918495973019	Gbp2	0.21	0.11	0.37	1.06	0.56	0.05	0.29	0.22	0.34	0.44
ENSMUSG00000028369	Svep1	4857.06056856214	1.8170238523885	0.266658451743509	6.81404935980144	9.48891232678984e-12	3.83502377405506e-10	Svep1	1.99	3.86	2.76	7.57	7.79	1.63	3.15	2.16	5.56	6.55
ENSMUSG00000028444	Cntfr	55.5513712740445	-2.39756516125941	0.546687679035233	-4.38562135786654	1.15655154502725e-05	0.00014638894284655	Cntfr	0.78	1.5	1.7	0.23	0.17	1.34	1.31	0.84	0.66	0.38
ENSMUSG00000028544	Slc5a9	2632.13823174663	-1.91244308038942	0.424290737353542	-4.50738824118111	6.56304793034091e-06	8.73361423036727e-05	Slc5a9	18.77	15.43	9.26	2.1	4.51	12.6	7.45	8.97	1.86	4.1
ENSMUSG00000028591	Pramef12	91.636436439461	-1.85529225179325	0.412516155419135	-4.49750204306105	6.8756500543852e-06	9.08297848608427e-05	Pramef12	0.89	0.73	0.64	0.12	0.24	0.72	0.49	0.5	0.19	0.21
ENSMUSG00000028597	Gpx7	509.956173205596	1.57368335334753	0.275706326667841	5.70782459861153	1.14429251272807e-08	2.77622706505557e-07	Gpx7	3.44	2.45	5.11	7.58	8.61	1.23	3.32	2.14	5.3	5.45
ENSMUSG00000028626	Col9a2	152.554847026817	4.69851867153259	0.585776826288843	8.0210046909841	1.04883722359417e-15	7.64527419055608e-14	Col9a2	0.07	0.09	0.07	1.15	1.92	0.16	0.27	0.07	0.68	0.93
ENSMUSG00000028641	Lepre1	1548.81973040089	1.6714557247338	0.231214820808436	7.22901637053196	4.8650479202802e-13	2.32951620065499e-11	Lepre1	3.51	3.05	5.89	9.19	11.43	2.36	3.97	2.72	5.69	5.44
ENSMUSG00000028708	Mknk1	1590.63129318578	1.84456346899676	0.315812455730249	5.84069258678099	5.19842517482982e-09	1.33669112212002e-07	Mknk1	4.9	5.77	6.38	10.02	21.4	4.94	4.64	3.43	7.49	10.5
ENSMUSG00000028713	Cyp4b1	501.035026332264	-1.55501234323069	0.34337103303003	-4.5286648949642	5.93575494895755e-06	8.01646044719429e-05	Cyp4b1	3.09	4.75	7.62	1.09	1.57	4.16	3	5.23	1.1	2.27
ENSMUSG00000028717	Tal1	74.6385741967356	1.67144193602611	0.568630704993766	2.93941554922615	0.00328831869442018	0.0187798767549817	Tal1	0.09	0.07	0.28	0.37	0.36	0.11	0.23	0.14	0.27	0.27
ENSMUSG00000028736	Pax7	37.0227048278961	-2.37268506643938	0.582182977904816	-4.07549714864267	4.59161449494774e-05	0.000499147013804972	Pax7	0.11	0.1	0.14	0.03	0.02	0.1	0.11	0.08	0.01	0.03
